Demi Lovato,sad,"Stone cold, stone cold
You see me standing, but I'm dying on the floor
Stone cold, stone cold
Maybe if I don't cry, I won't feel anymore


Stone cold, baby
God knows I try to feel


Happy for you
Know that I am
Even if I
Can't understand
I'll take the pain
Give me the truth
Me and my heart
We'll make it through
If happy is her
I'm happy for you
Hmm

Stone cold, stone cold
You're dancing with her, while I'm staring at my phone
Stone cold, stone cold
I was your amber, but now she's your shade of gold


Stone cold, baby
God knows I try to feel


Happy for you
Know that I am
Even if I
Can't understand
I'll take the pain
Give me the truth
Me and my heart
We'll make it through
If happy is her
I'm happy for you


Don't wanna be stone cold, stone
I wish I could mean this, but here's my goodbye

Oh, I'm happy for you
Know that I am
Even if I
Can't understand
If happy is her
If happy is her
I'm happy for youYou might also like33",0
Shawn Mendes,sad,"I won't lie to you
I know he's just not right for you
And you can tell me if I'm off
But I see it on your face
When you say that he's the one that you want
And you're spending all your time
In this wrong situation
And anytime you want it to stop


I know I can treat you better than he can
And any girl like you deserves a gentleman
Tell me why are we wasting time
On all your wasted cryin'
When you should be with me instead?
I know I can treat you better
Better than he can

I'll stop time for you
The second you say you'd like me to
I just wanna give you the loving that you're missing
Baby, just to wake up with you
Would be everything I need and this could be so different
Tell me what you want to do


'Cause I know I can treat you better than he can
And any girl like you deserves a gentleman
Tell me why are we wasting time
On all your wasted cryin'
When you should be with me instead?
I know I can treat you better
Better than he can
Better than he can


Give me a sign
Take my hand, we'll be fine
Promise I won't let you down
Just know that you don't
Have to do this alone
Promise I'll never let you down
You might also like
'Cause I know I can treat you better than he can
And any girl like you deserves a gentleman
Tell me why are we wasting time
On all your wasted cryin'
When you should be with me instead?
I know I can treat you better
Better than he can
Better than he can
Better than he can120",0
Leah Kate,sad,"I caught you cheating
You had the nerve to say you're sleepin', just not with her
But tell your friends that I'll be lost without you
And I'll admit it sometimes I miss when we were in it
So I made a list so I'll never forget all the things I hate about you


Ten, you're selfish
Nine, you're jaded
Eight, the dumbest guy I've dated
Seven, talk a big game 'til you're naked
Only six seconds and I had to fake it
Five, you're toxic
Four, can't trust you
Three, you still got mommy issues
Two years of your bullshit I can't undo
One, I hate the fact that you made me love you

Your friends must suck if they think you're cool
A sloppy drunk obsessed with his Juul
Keep buying bottles with your daddy's money
And I don't know how I fell for your shit
You gross me out, now I've got the ick
And I've got a list of why you don't get to fuck me


Ten, you're selfish
Nine, you're jaded
Eight, the dumbest guy I've dated
Seven, talk a big game 'til you're naked
Only six seconds and I had to fake it
Five, you're toxic
Four, can't trust you
Three, you still got mommy issues
Two years of your bullshit I can't undo
One, I hate the fact that you made me love you


You made me love you
You made me love you
Ooh, oh, how'd you make me love you?
And I'll admit it, sometimes I miss when we were in it
So I made a list, yeah
Ten things I hate about you
You might also like
Ten, you're selfish
Nine, you're jaded
Eight, the dumbest guy I've dated
Seven, talk a big game 'til you're naked
Only six seconds and I had to fake it
Five, you're toxic
Four, can't trust you
Three, you still got mommy issues
Two years of your bullshit I can't undo
One, I hate the fact that you made me love you8",0
Passenger,sad,"Four horses pull a carriage through an empty street
And though the day is cold & still they are not
Breathing They make no sound at all

As easily as water finds its way to ground
They bleed into the brick and are gone

And I have seen what I have seen as I fall
Like a whisper in the dome of St Paul
The drowning man's forgot what he's called
But he illuminates our town for us all
Walk up the narrow staircase from the balcony
And at the top go out and grip the golden railing
The view from up here really takes your breath away
You step out of of your skin and you're gone

So follow me down to the riverside, honey
We can pack our bags and take all our money
We can fly away, we can fly away

Take me down to the railway tracks
We can cross the bridge where the sun sets, baby
We can fly away, we can fly away

Take me down, take me down
Fly away, fly away

The day is cold and still and there's no reason
To make a sound at all
As easily as water finds its way to ground

And I have seen what I have seen as I fall
Like a whisper in the dome of St Paul
The drowning man's forgot what he's called
But he illuminates our town for us all",0
Daughtry,sad,"You, you got me
Thinking it'll be alright
You, you told me
""Come and take a look inside""
You believe me
In every single lie
But I, I failed you this time


And it feels like tonight
I can't believe I'm broken inside
Can't you see that there's nothing that I wanna do
But try to make it up to you
And it feels like tonight
Tonight

I was waiting
For the day you'd come around
I was chasing
But nothing was all I found
From the moment you came into my life
You showed me what's right


And it feels like tonight
I can't believe I'm broken inside
Can't you see that there's nothing that I wanna do
But try to make it up to you
And it feels like tonight


I never felt like this before
Just when I leave, I'm back for more
Nothing else here seems to matter
In these ever-changing days
You're the one thing that remains
I could stay like this forever


And it feels like tonight
I can't believe I'm broken inside
Can't you see that there's nothing that I wanna do
But try to make it up to you
And it feels like tonight
See Daughtry LiveGet tickets as low as $73You might also like
Tonight (feels like tonight)
Tonight (feels like tonight)
Can't you see that there's nothing that I wanna do
But try to make it up to you
And it feels like tonight
Tonight

[Guitar Fade-Out]2",0
Ed Sheeran,sad,"I have grown up, I am a father now
Everything has changed, but I am still the same somehow
You know I've never been afraid of death
But now I wanna see the things that haven't happened yet
I still love getting out of my mind, I should cut it down
I still know people I don't like and I should cut them out
I feel embarrassed 'bout the things that I did in my youth
'Cause now, I have a child, I know one day that she'll go through it


Freight cargo, dot stops, and aeroplanes
Late-night calls, signal is in and out again
Feelin' low on serotonin and better days
Go, go, go, but every moment you're here with mе

Time stops to still
When you are in my arms, it always will
And lifе, life is changin' tides


I lost the confidence in who I was
Too busy tryna chase the high and get the numbers up
I have the same dream every night
A bullet through my brain the moment that I close my eyes
I still have to lean on a shoulder when I've broken down
And I have people that depend on me to sort them out
I sometimes fantasise I disappear without a trace
I've no regrets, but wish I did things in a different way


Low fly zone, lawsuits, and film stars
Headline wrote, ""Princess and the face scar""
Broken bones, break-ins, and Babylon
Go, go, go, but every moment you're here with me


Time stops to still
When you are in my arms, it always will
And life, life is changin' tides
Time stops to still
When you are in my arms, it always will
And life, life is changin' tidesYou might also like8",0
Henry Verus,aggressive,"I wanna see you without any clothes on
That body's dangerous, not letting you to show it off
Give it to me right, girl, can't go all night, girl
I wanna see what you're made of
(My boyfriend's gonna flip his shit)
I won't tell, I won't tell and you won't either

[Chorus]
I know you know I do it better than he can
I know that you know I do it better than he can
[Post-Chorus]
Mm, mm, mm
Mm, mm, mm
Mm, mm, mm
Mm, mm, mm

[Verse 2]
That back needs breaking, I just say it like he would (Ooh, ooh)
Do what you waited for
Mm, mm, mm
If these walls could talk they'd tell me to swim good
They'd thank me if they could
If these walls could talk they'd tell me to swim good
Better than he would, I'm sure

[Chorus]
I know you know I do it better than he can
I know that you know I do it better than he can

[Outro]
Henry, my boyfriend's gonna kill me
You're lucky, you're cuteYou might also like2Embed",2
dvsn,sad,"Having hallucinations
I'm losing sleep every night
Keep trying to cover my eyes
My eyes, yeah
Is it my imagination?
I think I'm losing my mind
Still see your face all the time
All the time


Tryna rewind 'til we're back where we started
Yeah that's all I want
And night after night after night I'm still haunted
I'm haunted, baby
I'm haunted by you, you
Fall asleep and dream of you, you
Late at night I scream for you, you
Waiting on a deja-vu
But until then

I live with hallucinations
They're just hallucinations
I'll just hallucinate
'Cause you're not here
Hallucinations


Losing my concentration
Hearing your voice in my head
Seeing you when you aren't there
You're not there
And I can't keep living like this
Something's gotta give (give me you)
If I could make it all go away
Then I would


Tryna rewind 'til we're back where we started
Yeah that's all I want
And night after night after night I'm still haunted
I'm haunted, baby
I'm haunted by you, you
Fall asleep and dream of you, you
Late at night I scream for you, you
Waiting on a deja-vu
But until then
You might also like
I live with hallucinations
(Fall asleep and dream of you, you)
They're just hallucinations
(Late at night I scream for you, you)
I'll just hallucinate
(Waiting on a deja-vu)
'Cause you're not here
Hallucinations33",0
Bee Gees,good-vibes,"I know your eyes in the mornin' sun
I feel you touch me in the pourin' rain
And the moment that you wander far from me
I wanna feel you in my arms again

[Pre-Chorus]
And you come to me on a summer breeze
Keep me warm in your love, then you softly leave
And it's me you need to show
How deep is your love?
[Chorus]
How deep is your love? How deep is your love?
I really mean to learn
'Cause we're livin' in a world of fools
Breakin' us down
When they all should let us be
We belong to you and me

[Verse 2]
I believe in you
You know the door to my very soul
You're the light in my deepest, darkest hour
You're my saviour when I fall

[Pre-Chorus]
And you may not think I care for you
When you know down inside that I really do
And it's me you need to show
How deep is your love?

[Chorus]
How deep is your love? How deep is your love?
I really mean to learn
'Cause we're livin' in a world of fools
Breakin' us down
When they all should let us be
We belong to you and me
You might also like[Bridge]
Na-na-na-na-na
Na-na-na-na, na-na-na-na-na
Na-na-na, na-na-na-na-na-na-na
Na-na-na, na-na-na-na

[Pre-Chorus]
And you come to me on a summer breeze
Keep me warm in your love, then you softly leave
And it's me you need to show
How deep is your love?

[Chorus]
How deep is your love? How deep is your love?
I really mean to learn (I really mean to learn)
'Cause we're livin' in a world of fools
Breakin' us down
When they all should let us be
We belong to you and me
(Na-na-na-na-na)
How deep is your love? How deep is your love?
I really mean to learn
'Cause we're livin' in a world of fools
Breakin' us down
When they all should let us be
We belong to you and me
(Na-na-na-na-na)
How deep is your love? How deep is your love?
I really mean to learn
'Cause we're livin' in a world of fools
Breakin' us down
When they all should let us be
We belong to you and me26Embed",1
SZA,aggressive,"Said patience ain't no virtue with you
I done wasted plenty time pacin' around, hate this coupe
You had bitches on the side, I let my mind wonder too
You relentless, nigga, I don't need rent, nigga
Text me like I'm waiting for you to come lie to me
Ruin my day sayin' shit to hurt me, I can't compete
Still on the way, I lay awake if you're not around me
I'm so on to you, still gone for you

[Chorus]
Needin' you to talk to me in your love language
Show me, yeah, how to connect to you
Help me understand how you speak your love language
[Verse 2]
Bad as I wanna be yours, I can't get with your program
Sex hittin' like a slow jam, stick around 'cause I want to
Bad as I wanna keep focused
You remind me I'm imperfect and it sucks to admit
Nobody put that purpose in me like you do, still
Nobody get that work up out me like you do
Nobody get the truth up out me quite like you
You the definition of my right hand
Never mind ridin' backseat when you lead me

[Chorus]
Talk to me in your love language
Show me, yeah, how to connect to you
Help me understand how you speak your love language

[Verse 3]
Call me like you can't suppress memories of me
Call me like you got confessions queued up
Like your last bitch, lookin' chewed up, baby
Call me like you don't regret missin' this old thing back, call me
When you know the difference between me and chickens

[Outro]
You don't wanna be, be without me
You don't wanna live
I don't wanna go, ooh, no
I don't wanna be alone, oh
All that I know is mirrors inside me
They recognize you, please don't deny meYou might also like2Embed",2
Ollie,sad,"I think you're... great (yeah)
But, I'm so sorry
I just don't...
Think that right now is a good time


Said you need a change
That it's time to turn the page
And even though you still love me
Your heart's in another place
Wish that I could make you stay
Wish there was something I could say
And all my friends tell me that
Lately, I ain't been the same, no
'Cause this pain in my chest is draggin' me down
I'm tryin' to fix it but I don't know how
Drinkin' my sorrows, but that shit don't help
And can't hide the fact that I'm stuck by myself

Don't think I'm askin' too much
I want someone to hold
Grab on my body
Say they'll never let go


I just need someone to love me, love me
I just need someone to care
I just want someone to trust me, trust me
And tell me that they scared
I just need someone to touch me, touch me
Like I'm the only one
I just need someone to love me, love me
I just need someone to care


All these feelings I ignore
What's the point? Been here before
I've tried a million times
Something's missing, that's for sure, yeah
People tell me that I changed
How could I ever be the same?
I gave up everything over and over again
Done with the hurt, fought through the lies
Surrounded by killers with real loves disguised
Lost in appearance, don't care what's inside
As fast as they meet you, they sayin' goodbye
You might also like
Don't think I'm askin' too much
I want someone to hold
Grab on my body
Say they'll never let go


I just need someone to love me, love me
I just need someone to care
I just want someone to trust me, trust me
And tell me that they scared
I just need someone to touch me, touch me
Like I'm the only one
I just need someone to love me, love me
I just need someone to care
I just need someone to love me, love me
I just need someone to care
I just want someone to trust me, trust me
And tell me that they scared
I just need someone to touch me, touch me
Like I'm the only one
I just need someone to love me, love me
I just need someone to care6",0
"Kavinsky, The Weeknd",sad,"Your hesitation speaks to me louder than million words per minute
I was born to this life you're living, in this game, oh yeah
Said, said nothing will ever be... ever be the same, when you're finished
I freed a couple of souls, just yesterday, oh yeah

[Verse]
Uh, I had a good girl in my room, no tats on her skin
I put work all in her purse, she got guilt all in her grin
And I swear it be the same, every fuckin' where that I been
All you girls try to be saints, I’ll make you roll with a sinner
You can come to my hotel, you can bring me a friend
You can dress up like twins, I can teach you some French
Paper planes full of kush, a couple cups full of gin
Don't know what city I'm in, wake up and do it again
And if you know me well, you know I don't like to talk
But when I make a move, you know it's loud as fuck
And if you wanna scream, get loud as fuck, baby
I can tell you've earned a bit of deconstruction
A little bit, a little bit, ooh yeah, ooh Lord

Your hesitation speaks to me louder than million words per minute
I was born to this life you're living, in this game, oh yeah
Said, said nothing will ever be... ever be the same, when you're finished
I freed a couple of souls, just yesterday, oh-oh, baby, ooh


Do you feel like you'll come back around?
Does it make you strong?
Do you feel like you can take the planet on? Oh girl
Did I seem to give you a little bit more love?
To your gloomy life, to your empty life, uh
Little life, little lie, oh yeah
Do you feel like you got your money's worth?
'Cause if you did this round's on me
Just promise that you'll come back to me
Feed me, baby, feed me, baby


Your hesitation speaks to me louder than million words per minute
I was born to this life you're living, in this game, baby, ooh
Said nothing will ever be... ever be the same, when you're finished
I freed a couple of souls, just yesterday, baby, ooh-oohYou might also like75",0
"Money Man, Lil Baby",aggressive,"Burnin' on Lilikoi, ashes look corduroy
R.I.P. Kobe Bryant, R.I.P. 24
I can make a cool 50K in less than 24 hours
Ridin' with the pack through the Tennessee mountains
VPN, SOCKS, and at least three routers
I'ma thumb through it, I don't need no counter
Had to resuscitate a bitch, my neck almost drowned her
I got oil, I got hemp, I got wax, I got flower
Burnin' on pre-roll, finna go to Pluto
Drippin' real hard when I'm hoppin' out two-door
I just met a psychedelic plug named Hugo
30 laptops in my motherfuckin' condo
White collar diamonds, nigga ballin' like Lonzo
These niggas overrated like Joe Flacco
Feelin' like Jim Jones, nigga, I'm a capo
I'ma flip a Rolls-Royce, I'm feelin' like Pop Smoke
Banana Cream Cake in my motherfuckin' headwrap
If I don't like the smell, then the pack get sent back
If I don't like his energy, I push a nigga shit back
Megan had us all listenin' to Bagg, big facts
Megan had us all listenin' to stream, big facts
All that slick talkin' finna get a nigga kidnapped
Gelonade got a nigga finna go and lift off
I'ma empty out the magazine when I'm pissed off
I'm on that Wedding Pie, it got me geeked
My bitch hit it twice and then she went to sleep
I drop bud on the clock with the perfect technique
I'ma hit from the rear, I wan' grab her obliques
I ain't got time in the day for my females be mad at me
Internet racks, I'ma run it up rapidly
She know I'm vicious, I'm fuckin' her savagely
She know I get racks, she know my mentality
Grew up in the trap watching Kobe yam on a nigga
Pull up in the Porsche, yeah, the Pan' on a nigga
Yeah, pull up in the Dodge, yeah, the Ram on a nigga
Anybody try, yeah, I'ma blam on niggas
I'm the head bad guy, 50 different gridlines
Turn a lacefront to a fire, fire hairline
I was over drippin', I should start my own clothing line
Got two jits, dawg, I'll die for both of mine
I ain't never satisfied 'til my money increase
Fucked up the profile, too many inquiries
They be low-key hatin', I can hear 'em whispering
All these baguette chains, you can see 'em glimmering
Had to make a U-turn, I just seen a roadblock
I ain't playin' no games, I ain't sparin' no opps
It's a full moon now, so I'm burnin' Moon Rock
Livin' off schemes, why is he on tip-top?
Burnin' on Lilikoi, ashes look corduroy
R.I.P. Kobe Bryant, R.I.P. 24
I can make a cool 50K in less than 24 hours
Ridin' with the pack through the Tennessee mountains
VPN, SOCKS, and at least three routers
I'ma thumb through it, I don't need no counter
Had to resuscitate a bitch, my neck almost drowned her
I got oil, I got hemp, I got wax, I got flower
Burnin' on pre-roll, finna go to Pluto
Drippin' real hard when I'm hoppin' out two-door
I just met a psychedelic plug named Hugo
30 laptops in my motherfuckin' condo
White collar diamonds, nigga ballin' like Lonzo
These niggas overrated like Joe Flacco
Feelin' like Jim Jones, nigga, I'm a capo
I'ma flip a Rolls-Royce, I'm feelin' like Pop Smoke",2
"Ski Mask The Slump God, XXXTENTACION",aggressive,"Yeah, baby, Very Rare, Members Only, yeah, baby, yeah, baby
I'm with Ryan Santan in the motherfuckin' booth, yeah, baby
I got blood on my boots, baby, yeah, baby (Gang, gang, gang)
Yeah, baby, throw that ass back on a tricycle, baby, yeah (Ayy, ayy)

[Chorus 1: XXXTENTACION & Ski Mask The Slump God]
Fucked up, fucked up, fucked up, fucked up (Yeah)
Fucked up, fucked up, fucked up, yeah (Yeah, yeah, huh, ayy)
You done fucked up, you done fucked up (Yeah)
You done fucked up, you done fucked up (Yeah, bitch)
Fucked up, fucked up, fucked up, fucked up (Yeah, bitch)
Fucked up, fucked up, fucked up, yeah (Huh, yeah, bitch, yeah)
You done fucked up, you done fucked up (Bitch, yeah)
You done fucked up, you done fucked up (Yeah, yeah, yeah, yeah)
[Verse 1: XXXTENTACION]
George W. Bush right on her pussy, yeah (Uh, Uh, Uh)
Yeah, Curious George ​nigga lookin' boy, you so puss', yeah (Uh, uh, yeah, yeah)
Yeah, hit my line for the nigga dick, check my Twitter, yeah
Yeah, they call me Yung Dagger Dick, that's my handle, yeah (Uh, uh, uh, yeah)
Yeah, she grab on my dick like a handle, ayy
Lil' bitch, I got on Jesus sandals, hey
X is an animal, mammal, ayy
Lil' bitch got the back of a camel (Huh? Yeah)
Pussy boy, you look like a Randall (Yeah)
Pussy boy, you look like a Daniel (Yeah)
Bitch, I'm known to get ghost, Danny Phantom
And if you throwing, throw the pussy through a tantrum, whoa

[Chorus 2: Ski Mask the Slump God]
Ayy, fucked up, fucked up, fucked up, ""Who?"" Hey
Fucked up, fucked up, fucked up, you, hey
Pussy nigga know he done fucked up, ayy
Lame nigga better know his luck up, ayy
Pussy nigga know he fucked up
Lame nigga better know his luck up
Ayy, fucked up, fucked up, fucked up, ""Who?"" Hey
Fucked up, fucked up, fucked up, you, hey
Pussy nigga know he fucked up
Lame nigga better know his luck up, ayy
Pussy nigga know he fucked up
Lame nigga better— (Ayy, ayy)
You might also like[Verse 2: Ski Mask the Slump God]
Like it's Noah's Ark, that pussy wet, no water-park, mm
She said, ""Drop that meat in me just like a shopping cart,"" foo
Told me, ""Head straight to the back"" just like I'm Rosa Parks, hey
Walked up in the bank with pack that smell like donkey fart, pff
RuneScape poison dagger, ayy
Fuck my conscience, I'll stab ya (Come here)
Ask that ho, ""What's vrackin'?"" (What's vrackin'?)
Slide up on a nigga like a care package (Woo)
Bare in that pussy like Smokey, mm, ooh (Smokey?)
Chain swing like rodeo ropy, mm, ooh (Ropy)
Diamonds so wet that they soapy, mm, ooh (Shines)
Watch them mingle like they do the hokey-pokey (Hokey pokey, okay!)
Egg yolk color diamonds, humpty dumpty horror story, ayy
Feel like Dexter, got double-D's in my laboratory, hey (Yeah)
Eat it with the sweet-sour sauce like six-piece sauce
Freedom, fuck the cops, free Keke, uh (Free Keke)
Wreck a pussy nigga, come see me, uh (See me)
Make him say goodbye like Luigi, ayy (Bye, bye)124Embed",2
mones,good-vibes,"Hey, I been on that same old shit
I'm not a super star
Don't have a body guard
I don't have sex
It's just that same old
I'm feeling lame tho
Just reading my texts
Leave everybody on read
And me, I won't answer
Wanna be a big time dancer
Down at the radio hall
Laughing again, laughing again
There's no point in being stressed out by this shit
I know i'm no good for nobody
I know i'm no good for nobody
Mess me up like your rodeo clown
Make me sad when you bring me down
I'm no good at being your clown
Make me sad when you paint me down
Touch, but you don't wanna pay
Rolling with the top down jamming everyday
Yeah you wanna touch, but you don't wanna pay
I can be your summer lover if you wanna play
Just touch, but you don't wanna pay yeah
Just touch, but you don't wanna pay yeah
It's too much, but you don't wanna pay yeah
Pink summer for each other
But it's never getting over you

Yada yada yada, i don't wanna be a bother
I just wanna be close to you
Don't got nothing to lose
But i place bets with money I don't have
And I could cash out checks that I don't have
And i'ma fake it, just getting a quick grab
I'm on it, all on my own, all on my own
I shoulda woulda coulda
Is what I said when I went to get the gouda
I wrote the check and i know i shoulda coulda
Done something better but i know i got stood up
I tried to fall in love with the money in the bank
And I don't know what, wanna hit me when I'm thinking
I know i don't wanna trust when i know that i've been drinking
I been spending everything i have and I'm wasted
You might also likeTouch, but you don't wanna pay
Rolling with the top down jamming everyday
Yeah you wanna touch, but you don't wanna pay
I can be your summer lover if you wanna play
Just touch, but you don't wanna pay yeah
Just touch, but you don't wanna pay yeah
It's too much, but you don't wanna pay yeah
Pink summer for each other
But it's never getting over youEmbed",1
Daughtry,sad,"I woke up today
Sinkin' like the stones that you have thrown
Wounded by the same ole shots you take
It's easier to kick me when I'm low


And I just thought that you should know
I've been holding on while you've been letting go
Well, it's not too late to say it right this time
'Cause I know I said I'm sorry, but that's not what I meant to say

I'm strong enough to say
That I don't wanna take the high road now
S-s-so typical of you to walk away
When your perfect little world is burning down


And I just thought that you should know
That I've been holding on while you've been letting go
Can I be so bold? 'Cause all this sucking up to you's just getting old
Well, it's not too late to say it right this time
'Cause I know I said I'm sorry, but that's not what I meant to say


What I really meant to say with every little breath I take
I'm not the only one who makes mistakes
Just think of all the ones you've made


And I just thought that you should know
That I've been holding on while you've been letting go
Can I be so bold? 'Cause all this sucking up to you's just getting old
Well, it's not too late to say it right this time
'Cause I know I said I'm sorry, but that's not what I meant to say
Not what I meant to say, yeah
See Daughtry LiveGet tickets as low as $73You might also like
Can I be so bold? 'Cause all this sucking up to you's just getting old
Well, it's not too late to say it right this time
'Cause I know I said I'm sorry, but that's not what I meant to say",0
Sia,good-vibes,"I won't give up, I won't give up
I won't give up, I won't give up

[Verse 1]
And another one bites the dust
Oh, why can I not conquer love?
And I might have thought that we were one
Wanted to fight this war without weapons
And I wanted it, I wanted it bad
But there were so many red flags
Now another one bites the dust
Yeah, let's be clear, I'll trust no one
[Pre-Chorus]
You did not break me
I'm still fighting for peace

[Chorus]
Well, I've got thick skin and an elastic heart
But your blade, it might be too sharp
I'm like a rubber band until you pull too hard
Yeah, I may snap and I move fast
But you won't see me fall apart
'Cause I've got an elastic heart

[Post-Chorus]
I've got an elastic heart
Yeah, I've got an elastic heart

[Verse 2]
And I will stay up through the night
Yeah, let's be clear, won't close my eyes
And I know that I can survive
I'll walk through fire to save my life
And I want it, I want my life so bad
I'm doin' everythin' I can
And another one bites the dust
It's hard to lose a chosen one
You might also like[Pre-Chorus]
You did not break me
I'm still fighting for peace

[Chorus]
Well, I've got thick skin and an elastic heart
But your blade, it might be too sharp
I'm like a rubber band until you pull too hard
Yeah, I may snap and I move fast
But you won't see me fall apart
'Cause I've got an elastic heart

[Bridge]
Oh, oh-oh-oh-oh-oh, oh-oh-oh-oh
Oh-oh-oh-oh
Oh, oh-oh-oh-oh-oh, oh-oh-oh-oh
Oh-oh-oh-oh

[Chorus]
Well, I've got thick skin and an elastic heart
But your blade, it might be too sharp
I'm like a rubber band until you pull too hard
Yeah, I may snap and I move fast
But you won't see me fall apart
'Cause I've got an elastic heart
Well, I've got thick skin and an elastic heart (Woah, woah)
But your blade, it might be too sharp
I'm like a rubber band until you pull too hard (Woah, woah)
Yeah, I may snap and I move fast
But you won't see me fall apart (Woah, woah)
'Cause I've got an elastic heart (Woah, woah)
[Outro]
I've got an elastic heart31Embed",1
Rascal Flatts,sad,"I woke up this morning
With this feeling inside me that I can't explain
Like a weight that I've carried been carried away, away
But I know something is coming
I don't know what it is, but I know it's amazing
You save me
My time is coming
And I'll find my way out of this longest drought


It feels like today, I know
I know it feels like today, I'm sure
It's the one thing that's missing
The one thing I'm wishing
The last sacred blessing, and hey
It feels like today
Feels like today

You treat life like a picture
But it's not a moment that's frozen in time
It's not gonna wait 'til you make up your mind, at all
So while this storm is breaking
While there's light at the end of the tunnel
Keep running towards it
Releasing the pressure, that's my heartache
Soon this dam will break


It feels like today, I know
I know it feels like today, I'm sure
It's the one thing that's missing
The one thing you're wishing
The last sacred blessing, and hey
It feels like today
Feels like today
Oh, oh, oh oh oh
It feels like today, I know
I know it feels like today, I'm sure
It's the one thing that's missing
The one thing I'm wishing
The last sacred blessing, and hey
It feels like today (Feels like feels like your life changes)
Feels like today (Feels like, feels like your life changes)
It's the one thing that's missing
The one thing you're wishing
The last sacred blessing
Feels like today
You might also like
Feels like
Feels like your life changes
Feels like
Feels like your life changes",0
Rascal Flatts,sad,"Na na
(I miss Mayberry)
Nanananana
Nananananana


Sometimes it feels like this world's spinning faster
Than it did in the old days
So naturally, we have more natural disasters
From the strain of a fast pace
Sunday was a day of rest
Now, it's one more day for progress
And we can't slow down (and we can't slow down) 'cause more is less ('cause more is less)
It's all an endless process

I miss Mayberry
Sittin' on the porch, drinkin' ice-cold cherry coke
Where everything is black and white
(Na-na, na-na, na-na-na-na-na-na)
Pickin' on the six string
People pass by and you call them by their first name
Watchin' the clouds roll by
Bye, bye (Bye, bye)


Sometimes I can hear this old earth shoutin'
Through the trees, as the wind blows
That's when I climb up here on this mountain
To look through God's window
Now I can't fly, but I got two feet
To get me high up here
Above the noise and city streets
My worries disappear


I miss Mayberry
Sittin' on the porch, drinkin' ice-cold cherry coke
Where everything is black and white
(Na-na, na-na, na-na-na-na-na-na)
Pickin' on the six string
People pass by and you call them by their first name
Watchin' the clouds roll by
Bye, bye (Bye)
You might also like
Sometimes I dream I'm drivin' down an old dirt road (Down an old dirt road)
Not even listed on a map (Ooh, yeah)
I pass a dad and son carrying a fishing pole
But I always wake up every time I try to turn back


I miss Mayberry
Sittin' on the porch, drinkin' ice-cold cherry coke
Where everything is black and white
(Na-na, na-na, na-na-na-na-na-na)
Pickin' on the six string
Where people pass by and you call them by their first name
Watchin' the clouds roll by
Bye, bye (Bye)
Bye, bye (Bye)


Na na
(I miss Mayberry)
Nanananana
Nananananana
Na na
Nanananana
Nananananana
Aah, na na
(I miss Mayberry)
Nanananana
Nananananana
Na na
Nanananana
Nananananana",0
